file_name,label,length,width,L_bot,W_bot,L_top,W_top,num_bot,num_top,fold
15783,alder,96.9291,6.763780000000001,500,1000,500,1000,97,97,2
15798,alder,97.0866,6.77,500,1000,500,1000,97,97,2
15713,alder,97.126,6.791339999999999,500,1000,500,1000,97,97,2
15719,alder,97.0472,6.755910000000001,500,1000,500,1000,97,97,2
15793,alder,97.126,6.791339999999999,500,1000,500,1000,97,97,2
15733,alder,97.0866,6.77165,500,1000,500,1000,97,97,2
15782,alder,97.0866,6.85433,500,1000,500,1000,97,97,2
15792,alder,97.126,6.791339999999999,500,1000,500,1000,97,97,2
15723,alder,97.1654,7.0984300000000005,500,1000,500,1000,97,97,3
15754,alder,97.0866,6.77165,500,1000,500,1000,97,97,3
15771,alder,97.126,5.8070900000000005,500,1000,500,1000,97,97,3
15781,alder,97.0079,6.23228,500,1000,500,1000,97,97,3
15744,alder,97.0866,6.77165,500,1000,500,1000,97,97,3
15745,alder,97.0866,6.77165,500,1000,500,1000,97,97,3
15735,alder,97.0866,6.77165,500,1000,500,1000,97,97,3
15712,alder,96.8898,4.74803,500,1000,500,1000,97,97,3
15724,alder,96.6929,5.98819,500,1000,500,1000,97,97,3
15759,alder,97.0866,6.77165,500,1000,500,1000,97,97,3
15788,alder,96.8898,4.74803,500,1000,500,1000,97,97,3
15761,alder,97.0079,6.322830000000001,500,1000,500,1000,97,97,3
15780,alder,97.0472,6.755910000000001,500,1000,500,1000,97,97,3
15797,alder,97.0866,6.77,500,1000,500,1000,97,97,3
15726,alder,97.0866,6.77165,500,1000,500,1000,97,97,3
15748,alder,97.0866,6.77165,500,1000,500,1000,97,97,3
15778,alder,97.0079,6.322830000000001,500,1000,500,1000,97,97,4
15752,alder,97.0866,6.77165,500,1000,500,1000,97,97,4
15743,alder,97.0866,6.77165,500,1000,500,1000,97,97,4
15789,alder,96.8898,4.74803,500,1000,500,1000,97,97,4
15751,alder,97.0866,6.77165,500,1000,500,1000,97,97,4
15722,alder,96.9291,6.763780000000001,500,1000,500,1000,97,97,4
15794,alder,97.126,6.791339999999999,500,1000,500,1000,97,97,4
15777,alder,97.0472,5.75591,500,1000,500,1000,97,97,4
15727,alder,97.0866,6.77165,500,1000,500,1000,97,97,4
15791,alder,97.126,6.791339999999999,500,1000,500,1000,97,97,4
15779,alder,97.0472,6.75984,500,1000,500,1000,97,97,4
15785,alder,96.6929,5.98819,500,1000,500,1000,97,97,4
15770,alder,97.0472,6.3622,500,1000,500,1000,97,97,4
15749,alder,97.0866,6.77165,500,1000,500,1000,97,97,4
15776,alder,97.126,5.8070900000000005,500,1000,500,1000,97,97,4
15732,alder,97.0866,6.77165,500,1000,500,1000,97,97,4
14169,standard_ash,72.7953,6.43701,70,500,70,500,6,6,0
12745,standard_ash,85.9449,4.236219999999999,70,500,70,500,6,6,0
14168,standard_ash,85.3937,3.8858300000000003,70,500,70,500,6,6,0
12574,standard_ash,72.5984,4.18898,70,500,70,500,6,6,0
12772,standard_ash,97.9528,5.3622,70,500,70,500,6,6,0
12718,standard_ash,72.5591,4.1929099999999995,70,500,70,500,6,6,0
12743,standard_ash,85.9055,6.84646,70,500,70,500,6,6,0
12728,standard_ash,85.8268,4.677169999999999,70,500,70,500,6,6,0
12613,standard_ash,74.0551,5.70472,70,500,70,500,6,6,0
12590,standard_ash,97.2835,6.81102,70,500,70,500,6,6,0
12720,standard_ash,97.7953,4.18504,70,500,70,500,6,6,0
13823,standard_ash,110.43299999999999,6.66535,70,500,70,500,6,6,0
13830,standard_ash,121.693,6.14961,70,500,70,500,6,6,0
13835,standard_ash,85.3543,4.93307,70,500,70,500,6,6,0
13899,standard_ash,97.5591,6.708660000000001,70,500,70,500,6,6,0
12610,standard_ash,97.2835,7.5984300000000005,70,500,70,500,6,6,0
12744,standard_ash,97.7953,8.75591,70,500,70,500,6,6,0
13840,standard_ash,97.5591,4.52756,70,500,70,500,6,6,0
12706,standard_ash,73.2677,4.12205,250,251,259,57,8,8,0
12598,standard_ash,97.8346,4.2007900000000005,70,500,70,500,6,6,0
12612,standard_ash,97.8346,5.79134,70,500,70,500,6,6,0
12748,standard_ash,74.1339,3.99606,70,500,70,500,6,6,0
14047,standard_ash,73.4252,7.940939999999999,70,500,70,500,6,6,0
12589,standard_ash,97.8346,4.18504,70,500,70,500,6,6,0
12734,standard_ash,97.4409,4.263780000000001,70,500,70,500,6,6,0
12750,standard_ash,73.6614,4.87402,70,500,70,500,6,6,0
14165,standard_ash,97.5197,3.98031,70,500,70,500,6,6,0
12754,standard_ash,97.3228,4.41339,70,500,70,500,6,6,0
12769,standard_ash,97.9528,3.4881900000000003,70,500,70,500,6,6,0
12682,standard_ash,97.7559,5.53937,255,255,266,66,8,8,0
13901,standard_ash,73.4252,7.940939999999999,70,500,70,500,6,6,0
12618,standard_ash,74.0945,6.649610000000001,70,500,70,500,6,6,0
12573,standard_ash,97.7165,7.716539999999999,70,500,70,500,6,6,0
12588,standard_ash,97.8346,4.18504,70,500,70,500,6,6,0
12723,standard_ash,72.4409,4.11417,70,500,70,500,6,6,0
12593,standard_ash,97.7559,4.37402,70,500,70,500,6,6,0
13838,standard_ash,97.4803,5.22835,70,500,70,500,6,6,0
12733,standard_ash,84.7638,6.070869999999999,70,500,70,500,6,6,0
12770,standard_ash,98.1102,4.8464599999999995,70,500,70,500,6,6,0
12701,standard_ash,84.8031,3.58661,255,254,258,57,8,8,0
12592,standard_ash,97.4409,4.1574800000000005,70,500,70,500,6,6,1
12721,standard_ash,98.0315,3.52756,70,500,70,500,6,6,1
12771,standard_ash,73.3071,3.6614199999999997,70,500,70,500,6,6,1
12631,standard_ash,73.7008,4.2598400000000005,258,258,249,48,8,8,1
12585,standard_ash,97.126,8.46457,70,500,70,500,6,6,1
12684,standard_ash,73.8583,4.82677,255,257,254,4,8,8,1
14162,standard_ash,110.43299999999999,6.6574800000000005,70,500,70,500,6,6,1
12749,standard_ash,73.7795,4.177169999999999,70,500,70,500,6,6,1
12676,standard_ash,73.2283,6.649610000000001,258,260,280,9,8,8,1
12584,standard_ash,72.9921,4.2874,70,500,70,500,6,6,1
13904,standard_ash,85.315,4.93307,70,500,70,500,6,6,1
12586,standard_ash,97.3622,6.08661,70,500,70,500,6,6,1
12726,standard_ash,84.8425,6.366140000000001,70,500,70,500,6,6,1
12664,standard_ash,74.0551,4.66535,281,280,270,69,1,1,1
12740,standard_ash,73.7008,5.9488199999999996,70,500,70,500,6,6,1
12763,standard_ash,98.8583,3.5315,70,500,70,500,6,6,1
12605,standard_ash,97.7165,4.1811,70,500,70,500,6,6,1
13846,standard_ash,85.3543,3.88976,70,500,70,500,6,6,1
12639,standard_ash,85.8268,6.1063,252,254,252,52,8,8,1
12577,standard_ash,73.7402,7.275589999999999,70,500,70,500,6,6,1
12579,standard_ash,86.1417,3.8189,70,500,70,500,6,6,1
12575,standard_ash,72.5984,4.18898,70,500,70,500,6,6,1
14049,standard_ash,97.4016,5.22835,70,500,70,500,6,6,1
12599,standard_ash,73.7008,2.91339,70,500,70,500,6,6,1
13836,standard_ash,97.7165,7.08661,70,500,70,500,6,6,1
13902,standard_ash,122.126,7.9685,70,500,70,500,6,6,1
13895,standard_ash,97.5591,5.51969,70,500,70,500,6,6,1
12641,standard_ash,73.5827,7.14173,256,256,264,2,8,8,1
12609,standard_ash,73.3465,4.14173,70,500,70,500,6,6,1
12688,standard_ash,86.1024,4.61024,269,269,262,2,8,8,1
12581,standard_ash,73.1496,4.97244,70,500,70,500,6,6,1
12760,standard_ash,85.4724,5.45669,70,500,70,500,6,6,1
12615,standard_ash,85.9843,4.236219999999999,70,500,70,500,6,6,1
12616,standard_ash,85.9843,4.236219999999999,70,500,70,500,6,6,1
12614,standard_ash,72.6772,5.11417,70,500,70,500,6,6,1
12767,standard_ash,96.7717,3.66535,70,500,70,500,6,6,1
12566,standard_ash,97.4409,4.8464599999999995,70,500,70,500,6,6,1
12571,standard_ash,97.6772,6.51575,70,500,70,500,6,6,1
13842,standard_ash,97.5197,4.51969,70,500,70,500,6,6,1
14042,standard_ash,73.3858,5.12598,70,500,70,500,6,6,1
13844,standard_ash,97.5591,5.51969,70,500,70,500,6,6,2
14161,standard_ash,73.3071,5.12598,70,500,70,500,6,6,2
12776,standard_ash,97.874,5.26772,70,500,70,500,6,6,2
13845,standard_ash,97.4409,3.98425,70,500,70,500,6,6,2
13825,standard_ash,110.512,5.91339,70,500,70,500,6,6,2
12717,standard_ash,86.1811,3.8189,70,500,70,500,6,6,2
12766,standard_ash,84.7244,6.91339,70,500,70,500,6,6,2
13848,standard_ash,73.2677,5.12598,70,500,70,500,6,6,2
12662,standard_ash,84.7638,3.59055,263,262,274,4,8,8,2
12597,standard_ash,97.8346,4.2007900000000005,70,500,70,500,6,6,2
13831,standard_ash,121.969,7.9685,70,500,70,500,6,6,2
12648,standard_ash,85.9449,4.56299,269,268,249,9,8,8,2
13837,standard_ash,97.4803,6.708660000000001,70,500,70,500,6,6,2
13843,standard_ash,97.4016,5.6929099999999995,70,500,70,500,6,6,2
12601,standard_ash,86.1811,4.7007900000000005,70,500,70,500,6,6,2
13897,standard_ash,97.5591,4.51575,70,500,70,500,6,6,2
12752,standard_ash,86.1024,4.40945,70,500,70,500,6,6,2
12759,standard_ash,73.7402,6.830710000000001,70,500,70,500,6,6,2
12751,standard_ash,73.622,5.23228,70,500,70,500,6,6,2
14040,standard_ash,85.315,4.93307,70,500,70,500,6,6,2
13905,standard_ash,97.6772,7.08661,70,500,70,500,6,6,2
14172,standard_ash,110.551,5.90945,70,500,70,500,6,6,2
12628,standard_ash,97.7559,4.42126,254,254,256,56,8,8,2
13834,standard_ash,72.7953,6.44094,70,500,70,500,6,6,2
12567,standard_ash,97.3622,4.33071,70,500,70,500,6,6,2
12773,standard_ash,98.4646,3.59055,70,500,70,500,6,6,2
13832,standard_ash,122.04700000000001,7.9685,70,500,70,500,6,6,2
12602,standard_ash,97.9921,3.5354300000000003,70,500,70,500,6,6,2
13826,standard_ash,110.43299999999999,5.91339,70,500,70,500,6,6,2
12742,standard_ash,98.0315,4.75197,70,500,70,500,6,6,2
12611,standard_ash,97.8346,5.79134,70,500,70,500,6,6,2
12755,standard_ash,97.8346,4.45669,70,500,70,500,6,6,2
12600,standard_ash,86.1811,4.7007900000000005,70,500,70,500,6,6,2
12758,standard_ash,97.6772,7.3189,70,500,70,500,6,6,2
12659,standard_ash,86.0236,3.65354,258,258,257,57,8,8,2
13833,standard_ash,73.4646,7.940939999999999,70,500,70,500,6,6,2
12738,standard_ash,73.622,5.33071,70,500,70,500,6,6,2
13824,standard_ash,110.512,6.66142,70,500,70,500,6,6,2
13906,standard_ash,97.5591,6.755910000000001,70,500,70,500,6,6,2
14046,standard_ash,122.087,7.96457,70,500,70,500,6,6,2
12739,standard_ash,86.06299999999999,4.61024,70,500,70,500,6,6,3
12774,standard_ash,98.2283,4.0748,70,500,70,500,6,6,3
14043,standard_ash,85.3937,3.8858300000000003,70,500,70,500,6,6,3
12747,standard_ash,85.9843,6.0,70,500,70,500,6,6,3
12668,standard_ash,86.1417,4.40551,261,263,255,5,8,8,3
12735,standard_ash,84.8031,6.06693,70,500,70,500,6,6,3
12761,standard_ash,85.5906,8.18898,70,500,70,500,6,6,3
12725,standard_ash,86.1417,4.7007900000000005,70,500,70,500,6,6,3
12580,standard_ash,73.1496,4.97244,70,500,70,500,6,6,3
13841,standard_ash,97.5197,4.5315,70,500,70,500,6,6,3
12746,standard_ash,74.252,5.72441,70,500,70,500,6,6,3
12737,standard_ash,97.2047,7.5944899999999995,70,500,70,500,6,6,3
12576,standard_ash,73.2283,3.5551199999999996,70,500,70,500,6,6,3
12591,standard_ash,97.2835,6.81102,70,500,70,500,6,6,3
12583,standard_ash,72.9921,4.2874,70,500,70,500,6,6,3
13829,standard_ash,121.654,6.1535400000000005,70,500,70,500,6,6,3
12730,standard_ash,97.7953,4.429130000000001,70,500,70,500,6,6,3
13850,standard_ash,97.4803,9.11024,70,500,70,500,6,6,3
12594,standard_ash,97.7559,4.37402,70,500,70,500,6,6,3
14048,standard_ash,110.47200000000001,6.6574800000000005,70,500,70,500,6,6,3
12608,standard_ash,97.4409,4.263780000000001,70,500,70,500,6,6,3
12569,standard_ash,86.1417,3.3858300000000003,70,500,70,500,6,6,3
12570,standard_ash,97.7953,7.708660000000001,70,500,70,500,6,6,3
12680,standard_ash,73.8583,5.1063,261,261,256,6,8,8,3
12731,standard_ash,98.0315,3.83465,70,500,70,500,6,6,3
12578,standard_ash,73.7402,7.275589999999999,70,500,70,500,6,6,3
12694,standard_ash,98.7795,3.5315,249,249,254,4,8,8,3
12727,standard_ash,73.3071,4.14173,70,500,70,500,6,6,3
12704,standard_ash,97.7559,5.53937,270,271,264,3,8,8,3
12765,standard_ash,73.8189,5.11417,70,500,70,500,6,6,3
12606,standard_ash,84.8031,6.3622,70,500,70,500,6,6,3
14041,standard_ash,72.7559,6.43701,70,500,70,500,6,6,3
12655,standard_ash,73.7795,6.76772,276,275,227,7,8,8,3
12722,standard_ash,73.6614,3.84646,70,500,70,500,6,6,3
14163,standard_ash,97.4409,5.22835,70,500,70,500,6,6,3
12729,standard_ash,72.7165,5.11417,70,500,70,500,6,6,3
12604,standard_ash,97.9921,6.65354,70,500,70,500,6,6,3
12572,standard_ash,97.7165,7.7126,70,500,70,500,6,6,3
13898,standard_ash,97.4016,5.22835,70,500,70,500,6,6,3
12568,standard_ash,97.8346,4.38583,70,500,70,500,6,6,3
13849,standard_ash,97.4803,6.75197,70,500,70,500,6,6,4
12587,standard_ash,97.3622,6.08661,70,500,70,500,6,6,4
12719,standard_ash,97.8346,4.1929099999999995,70,500,70,500,6,6,4
13847,standard_ash,73.3071,5.12598,70,500,70,500,6,6,4
12621,standard_ash,73.7402,4.66535,254,254,252,2,8,8,4
14170,standard_ash,85.3937,4.93307,70,500,70,500,6,6,4
12646,standard_ash,97.2835,4.40945,265,264,261,1,8,8,4
14044,standard_ash,97.4803,3.98031,70,500,70,500,6,6,4
14164,standard_ash,97.6378,4.51575,70,500,70,500,6,6,4
12595,standard_ash,98.2677,4.7126,70,500,70,500,6,6,4
12709,standard_ash,73.7795,4.66535,265,265,265,4,8,8,4
12756,standard_ash,97.2835,6.07874,70,500,70,500,6,6,4
14039,standard_ash,97.5591,5.51969,70,500,70,500,6,6,4
12757,standard_ash,73.8976,4.82677,70,500,70,500,6,6,4
12753,standard_ash,97.9921,4.18898,70,500,70,500,6,6,4
12603,standard_ash,84.7638,7.291339999999999,70,500,70,500,6,6,4
12724,standard_ash,72.6378,5.61811,70,500,70,500,6,6,4
12714,standard_ash,73.0315,4.30315,270,271,263,64,8,8,4
12565,standard_ash,97.9134,9.19685,70,500,70,500,6,6,4
13839,standard_ash,97.5197,4.52756,70,500,70,500,6,6,4
12617,standard_ash,97.9134,4.763780000000001,70,500,70,500,6,6,4
12768,standard_ash,74.2126,4.4015699999999995,70,500,70,500,6,6,4
13903,standard_ash,121.49600000000001,6.1535400000000005,70,500,70,500,6,6,4
12764,standard_ash,96.7717,3.6378,70,500,70,500,6,6,4
13900,standard_ash,72.7559,6.44094,70,500,70,500,6,6,4
12607,standard_ash,84.8425,6.3622,70,500,70,500,6,6,4
12736,standard_ash,97.2441,4.32677,70,500,70,500,6,6,4
12741,standard_ash,98.1102,6.65354,70,500,70,500,6,6,4
12762,standard_ash,86.5354,5.50394,70,500,70,500,6,6,4
12775,standard_ash,73.7008,6.54724,70,500,70,500,6,6,4
13828,standard_ash,121.61399999999999,6.14961,70,500,70,500,6,6,4
12596,standard_ash,98.2677,4.7126,70,500,70,500,6,6,4
12732,standard_ash,97.9528,4.38583,70,500,70,500,6,6,4
14167,standard_ash,122.008,7.96457,70,500,70,500,6,6,4
12582,standard_ash,73.7795,5.35827,70,500,70,500,6,6,4
14045,standard_ash,110.512,5.90945,70,500,70,500,6,6,4
13896,standard_ash,97.3622,5.68898,70,500,70,500,6,6,4
14171,standard_ash,97.4016,5.68898,70,500,70,500,6,6,4
14166,standard_ash,73.4252,7.940939999999999,70,500,70,500,6,6,4
13827,standard_ash,121.61399999999999,6.14961,70,500,70,500,6,6,4
13669,standard_basswood,85.1969,5.1811,70,500,70,500,6,6,0
13685,standard_basswood,73.7402,4.96063,70,500,70,500,6,6,0
13675,standard_basswood,85.1969,5.177169999999999,70,500,70,500,6,6,0
13686,standard_basswood,73.7008,4.96457,70,500,70,500,6,6,0
13705,standard_basswood,73.189,6.822830000000001,70,500,70,500,6,6,0
13684,standard_basswood,73.7402,4.96063,70,500,70,500,6,6,0
13688,standard_basswood,85.9449,5.56693,70,500,70,500,6,6,0
13694,standard_basswood,97.6772,5.95276,70,500,70,500,6,6,0
13700,standard_basswood,97.7559,4.62598,70,500,70,500,6,6,1
13680,standard_basswood,73.3465,5.56693,70,500,70,500,6,6,1
13691,standard_basswood,97.6772,5.96063,70,500,70,500,6,6,1
13677,standard_basswood,85.2756,5.177169999999999,70,500,70,500,6,6,1
13692,standard_basswood,97.6378,5.95669,70,500,70,500,6,6,1
13696,standard_basswood,97.6772,6.83465,70,500,70,500,6,6,1
13667,standard_basswood,97.3622,7.29528,70,500,70,500,6,6,1
13703,standard_basswood,73.1496,6.82677,70,500,70,500,6,6,1
13672,standard_basswood,85.1969,5.177169999999999,70,500,70,500,6,6,2
13673,standard_basswood,85.1575,5.1811,70,500,70,500,6,6,2
13670,standard_basswood,85.1969,5.1811,70,500,70,500,6,6,2
13698,standard_basswood,97.8346,6.83465,70,500,70,500,6,6,2
13681,standard_basswood,73.3858,5.570869999999999,70,500,70,500,6,6,2
13674,standard_basswood,85.1969,5.177169999999999,70,500,70,500,6,6,2
13701,standard_basswood,97.8346,4.61811,70,500,70,500,6,6,2
13706,standard_basswood,73.189,6.82677,70,500,70,500,6,6,2
13702,standard_basswood,97.7165,4.61417,70,500,70,500,6,6,3
13682,standard_basswood,73.3071,5.570869999999999,70,500,70,500,6,6,3
13671,standard_basswood,85.2362,5.1811,70,500,70,500,6,6,3
13689,standard_basswood,85.9449,5.56299,70,500,70,500,6,6,3
13687,standard_basswood,73.7402,4.96063,70,500,70,500,6,6,3
13668,standard_basswood,97.4016,7.29528,70,500,70,500,6,6,3
13695,standard_basswood,97.6378,5.95669,70,500,70,500,6,6,3
13693,standard_basswood,97.5591,5.95669,70,500,70,500,6,6,3
13676,standard_basswood,85.2362,5.1811,70,500,70,500,6,6,4
13697,standard_basswood,97.8346,6.83465,70,500,70,500,6,6,4
13683,standard_basswood,73.7008,4.9685,70,500,70,500,6,6,4
13678,standard_basswood,85.2362,5.177169999999999,70,500,70,500,6,6,4
13704,standard_basswood,73.1496,6.822830000000001,70,500,70,500,6,6,4
13679,standard_basswood,73.4252,5.5748,70,500,70,500,6,6,4
13699,standard_basswood,97.8346,6.830710000000001,70,500,70,500,6,6,4
13690,standard_basswood,85.9449,5.56299,70,500,70,500,6,6,4
12939,standard_cherry,84.5669,5.96457,70,500,70,500,6,6,0
12553,standard_cherry,98.0315,7.724410000000001,70,500,70,500,6,6,0
12530,standard_cherry,73.189,4.7126,70,500,70,500,6,6,0
12561,standard_cherry,97.7559,3.66929,70,500,70,500,6,6,0
12555,standard_cherry,97.9528,5.61811,70,500,70,500,6,6,0
12528,standard_cherry,96.1024,5.75197,70,500,70,500,6,6,0
12557,standard_cherry,95.9843,5.74803,70,500,70,500,6,6,0
12556,standard_cherry,73.189,4.70866,70,500,70,500,6,6,0
12558,standard_cherry,96.1811,5.75591,70,500,70,500,6,6,0
14012,standard_cherry,98.0315,6.4488199999999996,70,500,70,500,6,6,0
14102,standard_cherry,98.0709,7.0984300000000005,70,500,70,500,6,6,1
14093,standard_cherry,98.1496,7.4685,70,500,70,500,6,6,1
12543,standard_cherry,97.7559,3.67717,70,500,70,500,6,6,1
14098,standard_cherry,98.4646,9.20866,70,500,70,500,6,6,1
12529,standard_cherry,96.0236,5.75591,70,500,70,500,6,6,1
14011,standard_cherry,98.0315,7.72835,70,500,70,500,6,6,1
12554,standard_cherry,97.8346,3.67717,70,500,70,500,6,6,1
14017,standard_cherry,97.9921,7.102360000000001,70,500,70,500,6,6,1
12559,standard_cherry,73.1496,4.70866,70,500,70,500,6,6,1
12564,standard_cherry,84.7638,4.0984300000000005,70,500,70,500,6,6,2
14015,standard_cherry,97.4016,6.70472,70,500,70,500,6,6,2
14018,standard_cherry,98.0315,7.4685,70,500,70,500,6,6,2
12532,standard_cherry,97.7953,3.66929,70,500,70,500,6,6,2
14020,standard_cherry,97.8346,3.67323,70,500,70,500,6,6,2
13943,standard_cherry,97.7953,3.67323,70,500,70,500,6,6,2
14014,standard_cherry,98.3465,9.232280000000001,70,500,70,500,6,6,2
12938,standard_cherry,98.0315,5.61811,70,500,70,500,6,6,2
12560,standard_cherry,97.9134,5.61811,70,500,70,500,6,6,2
14100,standard_cherry,97.9528,5.62205,70,500,70,500,6,6,2
14095,standard_cherry,96.0236,5.74803,70,500,70,500,6,6,3
14019,standard_cherry,73.8976,8.2126,70,500,70,500,6,6,3
14092,standard_cherry,97.4409,5.56299,70,500,70,500,6,6,3
14023,standard_cherry,98.0315,5.62205,70,500,70,500,6,6,3
14094,standard_cherry,98.0709,7.46457,70,500,70,500,6,6,3
14013,standard_cherry,97.4803,5.56693,70,500,70,500,6,6,3
14097,standard_cherry,97.4409,6.70079,70,500,70,500,6,6,3
12531,standard_cherry,97.9528,5.62598,70,500,70,500,6,6,3
14022,standard_cherry,84.5276,5.9685,70,500,70,500,6,6,3
12544,standard_cherry,97.9921,3.7204699999999997,70,500,70,500,6,6,4
12563,standard_cherry,84.6063,5.96457,70,500,70,500,6,6,4
14096,standard_cherry,86.0236,6.31102,70,500,70,500,6,6,4
12562,standard_cherry,97.9921,7.724410000000001,70,500,70,500,6,6,4
14099,standard_cherry,74.0157,8.20866,70,500,70,500,6,6,4
14024,standard_cherry,96.06299999999999,5.75591,70,500,70,500,6,6,4
14101,standard_cherry,98.0315,6.45669,70,500,70,500,6,6,4
14021,standard_cherry,97.7953,3.66929,70,500,70,500,6,6,4
14016,standard_cherry,84.7638,4.0984300000000005,70,500,70,500,6,6,4
12937,standard_cherry,96.0236,5.75591,70,500,70,500,6,6,4
15202,standard_hardmaple,97.7559,4.98425,70,500,70,500,6,6,0
15341,standard_hardmaple,97.7165,6.42126,70,500,70,500,6,6,0
15541,standard_hardmaple,96.37799999999999,5.21654,70,500,70,500,6,6,0
15064,standard_hardmaple,122.205,5.370080000000001,70,500,70,500,6,6,0
14818,standard_hardmaple,122.087,6.602360000000001,70,500,70,500,6,6,0
14957,standard_hardmaple,121.535,5.25197,70,500,70,500,6,6,0
14901,standard_hardmaple,121.811,5.98031,70,500,70,500,6,6,0
15025,standard_hardmaple,109.921,7.102360000000001,70,500,70,500,6,6,0
15434,standard_hardmaple,94.8425,4.08661,70,500,70,500,6,6,0
15295,standard_hardmaple,96.811,5.90551,70,500,70,500,6,6,0
15146,standard_hardmaple,84.9213,6.41732,70,500,70,500,6,6,0
15408,standard_hardmaple,73.2677,5.33071,70,500,70,500,6,6,0
15123,standard_hardmaple,97.7559,8.07874,70,500,70,500,6,6,0
15292,standard_hardmaple,90.7874,6.1574800000000005,70,500,70,500,6,6,0
14942,standard_hardmaple,122.126,9.29921,70,500,70,500,6,6,0
15062,standard_hardmaple,110.27600000000001,4.54724,70,500,70,500,6,6,0
14839,standard_hardmaple,121.102,4.39764,70,500,70,500,6,6,0
14970,standard_hardmaple,121.969,5.81102,70,500,70,500,6,6,0
14985,standard_hardmaple,108.898,6.37795,70,500,70,500,6,6,0
15335,standard_hardmaple,97.5984,6.23228,70,500,70,500,6,6,0
15293,standard_hardmaple,97.7165,7.1574800000000005,70,500,70,500,6,6,0
15324,standard_hardmaple,97.7953,5.66142,70,500,70,500,6,6,0
15376,standard_hardmaple,85.9055,5.03543,70,500,70,500,6,6,0
15400,standard_hardmaple,64.685,8.472439999999999,70,500,70,500,6,6,0
15278,standard_hardmaple,82.5984,8.692910000000001,70,500,70,500,6,6,0
13892,standard_hardmaple,97.874,8.01181,70,500,70,500,6,6,0
14073,standard_hardmaple,73.7795,4.7874,70,500,70,500,6,6,0
14848,standard_hardmaple,114.685,7.185039999999999,70,500,70,500,6,6,0
15534,standard_hardmaple,93.1102,6.5,70,500,70,500,6,6,0
15402,standard_hardmaple,73.2283,7.53937,70,500,70,500,6,6,0
15491,standard_hardmaple,70.315,6.523619999999999,70,500,70,500,6,6,0
14995,standard_hardmaple,121.85,7.27953,70,500,70,500,6,6,0
14863,standard_hardmaple,122.04700000000001,7.677169999999999,70,500,70,500,6,6,0
15035,standard_hardmaple,108.189,8.11811,70,500,70,500,6,6,0
15048,standard_hardmaple,121.73200000000001,4.50787,70,500,70,500,6,6,0
15380,standard_hardmaple,73.2283,8.17323,70,500,70,500,6,6,0
15532,standard_hardmaple,97.4409,7.03937,70,500,70,500,6,6,0
14951,standard_hardmaple,122.126,9.17323,70,500,70,500,6,6,0
